sku,name,brand,price,special_price,url,image,discount
7C53FSH31C0EE1GS,Revolution 8 Men's Road Running Shoes,Nike,Rp 869.000,,https://www.zalora.co.id/p/nike-revolution-8-men-s-road-running-shoes-green-4976217,https://dynamic.zacdn.com/UaMflUVW4wExF38IsGNlmJTUxdU=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-2126-7126794-1.jpg,
009C0SH4ED01A4GS,Eagle Sepatu Running Over Drive  – ABU MUDA/ORANYE,Eagle,Rp 369.900,,https://www.zalora.co.id/p/eagle-eagle-sepatu-running-over-drive-abu-muda-oranye-4625683,https://dynamic.zacdn.com/nx6Ojr57CeTVX63MDr6dtN1IukQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/eagle-9205-3865264-1.jpg,
5C41BSHB2EDEE2GS,Journey Run Road Running Shoes,Nike,Rp 1.399.000,Rp 1.119.200,https://www.zalora.co.id/p/nike-journey-run-road-running-shoes-blue-4788302,https://dynamic.zacdn.com/Azus1RfzqQfq6aOAk1aqbHMPOOI=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3120-2038874-1.jpg,20% OFF
20ACESH1A36208GS,ASICS Men Gel-Kayano 31 Standard -1011B867.004,ASICS,Rp 2.499.000,Rp 1.674.330,https://www.zalora.co.id/p/asics-asics-men-gel-kayano-31-standard-1011b867-004-multi-4813952,https://dynamic.zacdn.com/QAy3nzO9ArjHQTLkV-G0oRy4350=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-6188-2593184-1.jpg,33% OFF
DDEF9SH9908D29GS,910 Nineten HANNA 1.0 Sepatu Lari - Merah Muda/Biru-Navy/Putih,910,Rp 629.900,,https://www.zalora.co.id/p/910-910-nineten-hanna-1-0-sepatu-lari-merah-muda-biru-navy-putih-pink-4295700,https://dynamic.zacdn.com/5NZMq2IbZZhii9py2cqWf0xcoCQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/910-9146-0075924-1.jpg,
9C638SH64725CAGS,Downshifter 13 Shoes,Nike,Rp 899.000,,https://www.zalora.co.id/p/nike-downshifter-13-shoes-grey-4904425,https://dynamic.zacdn.com/Bm8z7URhthard7I6xa8gQ970p6A=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3571-5244094-1.jpg,
39E45SH8596F06GS,Running Duramo SL 2 Wide Running Shoes Men Black IF9400,ADIDAS,Rp 900.000,,https://www.zalora.co.id/p/adidas-running-duramo-sl-2-wide-running-shoes-men-black-if9400-black-5061312,https://dynamic.zacdn.com/XpFpiGqZDeC3HEfwevT2Nd4VFFg=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-5981-2131605-1.jpg,
12C07SH9520811GS,Runfalcon 5 Running Shoes,ADIDAS,Rp 850.000,,https://www.zalora.co.id/p/adidas-runfalcon-5-running-shoes-blue-4493379,https://dynamic.zacdn.com/_DlarxK51lCKefBA0iZMK1d_P5I=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-2742-9733944-1.jpg,
A1AB3SH25CBF6FGS,Revolution 8 Men's Road Running Shoes,Nike,Rp 869.000,Rp 782.100,https://www.zalora.co.id/p/nike-revolution-8-men-s-road-running-shoes-black-4904725,https://dynamic.zacdn.com/9jpBbJoT1iTRgPA1uGyvU60XXXY=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-8736-5274094-1.jpg,10% OFF
983B0SHE636F33GS,Charged Assert 10 Camo Men's Running Shoes,Under Armour,Rp 999.000,,https://www.zalora.co.id/p/under-armour-charged-assert-10-camo-men-s-running-shoes-green-5013513,https://dynamic.zacdn.com/3vLIJ6zZblkXehFcRStZb_uLf3I=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-9658-3153105-1.jpg,
C93E3SHECF7F98GS,ultraboost 1.0 men's running shoes,ADIDAS,Rp 3.000.000,Rp 2.850.000,https://www.zalora.co.id/p/adidas-ultraboost-1-0-men-s-running-shoes-black-3877820,https://dynamic.zacdn.com/ClovpwSXvz9qCZzQdk7akZeAoz4=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-3594-0287783-1.jpg,5% OFF
D609ASH7A32EC0GS,Revolution 8 Shoes,Nike,Rp 869.000,,https://www.zalora.co.id/p/nike-revolution-8-shoes-black-4904621,https://dynamic.zacdn.com/u9eZpfCS3egeQwOwwW0s_tCvOXg=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-6754-1264094-1.jpg,
30D33SH2DCAB21GS,Max Cushioning Endeavour,Skechers,Rp 1.299.000,,https://www.zalora.co.id/p/skechers-max-cushioning-endeavour-multi-4862001,https://dynamic.zacdn.com/ApIw1BQshLdJ9h8xQ0Rcn5xw0vA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/skechers-9205-1002684-1.jpg,
5086FSH10B648AGS,Escape 4 Running Shoes,Under Armour,Rp 1.599.000,,https://www.zalora.co.id/p/under-armour-escape-4-running-shoes-black-5000196,https://dynamic.zacdn.com/OELUTNBV7gI95TPj0W9MQk0Yhu4=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-4044-6910005-1.jpg,
D077ESH2D38347GS,910 Nineten HIROSHI RN-LITE Sepatu Lari - HITAM/HIJAU/NEON,910,Rp 729.900,Rp 679.900,https://www.zalora.co.id/p/910-910-nineten-hiroshi-rn-lite-sepatu-lari-hitam-hijau-neon-black-green-4573969,https://dynamic.zacdn.com/8YxcZ8dGG_Buzl6JNtMv2rzA2tA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/910-9839-9693754-1.jpg,7% OFF
7868CSH99DB0BCGS,Ultraboost 5 Shoes,ADIDAS,Rp 3.000.000,Rp 2.700.000,https://www.zalora.co.id/p/adidas-ultraboost-5-shoes-grey-4983077,https://dynamic.zacdn.com/PP_PW4nTFjD_aO_PaAKCy9SgxTw=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-6509-7703894-1.jpg,10% OFF
8C66ASH161A60FGS,Eagle Sepatu Lari Eterna - ABU TUA/MERAH,Eagle,Rp 329.900,,https://www.zalora.co.id/p/eagle-eagle-sepatu-lari-eterna-abu-tua-merah-4929574,https://dynamic.zacdn.com/4XEG2ZuRWjoVEs8TpzA3JgFR26s=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/eagle-3637-4759294-1.jpg,
0EC38SH9AC329EGS,Sepatu Running Pria Sneakers Olahraga Cowok QN246,LURAD,Rp 458.000,Rp 229.000,https://www.zalora.co.id/p/lurad-sepatu-running-pria-sneakers-olahraga-cowok-qn246-white-4358518,https://dynamic.zacdn.com/mQ3V2QkbAzuZHyuNdPsnsP3nrBM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/lurad-7605-8158534-1.jpg,50% OFF
C5D08SH1E1E55AGS,Downshifter 13 Men's Road Running Shoes,Nike,Rp 899.000,,https://www.zalora.co.id/p/nike-downshifter-13-men-s-road-running-shoes-blue-4976120,https://dynamic.zacdn.com/hMu-AC9WtIsrlHIVO_Vb3feyUuA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-2108-0216794-1.jpg,
D6CBCSH0DF4D23GS,Downshifter 13 Men's Road Running Shoes,Nike,Rp 899.000,Rp 809.100,https://www.zalora.co.id/p/nike-downshifter-13-men-s-road-running-shoes-orange-4904271,https://dynamic.zacdn.com/cLe7_50gd2m8QWlXv4PYDpTV0AI=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-4542-1724094-1.jpg,10% OFF
5E8F4SH0DC1A22GS,910 Nineten HIROSHI RN-LITE Sepatu Lari -  HIJAU TOSCA/PUTIH/JINGGA,910,Rp 729.900,,https://www.zalora.co.id/p/910-910-nineten-hiroshi-rn-lite-sepatu-lari-hijau-tosca-putih-jingga-green-4573958,https://dynamic.zacdn.com/mVhRLDirk0ABtoMX1tq4G59OuDA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/910-0422-8593754-1.jpg,
7FF4CSHE43F91CGS,Infinite Running Shoes,Under Armour,Rp 1.599.000,,https://www.zalora.co.id/p/under-armour-infinite-running-shoes-5000179,https://dynamic.zacdn.com/XPXcN7CTyl2o5U6s0OVy5i9KD6M=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-1516-9710005-1.jpg,
8166DSH526D486GS,Duramo Sl 2 Running,ADIDAS,Rp 900.000,,https://www.zalora.co.id/p/adidas-duramo-sl-2-running-blue-5073759,https://dynamic.zacdn.com/a8G2J8OiQ12xbK1c7mHWYcarItA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-9670-9573705-1.jpg,
BDE81SH9EF4D07GS,Monarch,Nike,Rp 749.000,,https://www.zalora.co.id/p/nike-monarch-multi-5037315,https://dynamic.zacdn.com/hx6HSnOIU4L8kISrzAHIzLEkgOI=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-1547-5137305-1.jpg,
D3B4FSHF22B427GS,Pureboost 5 Running Shoes,ADIDAS,Rp 2.100.000,,https://www.zalora.co.id/p/adidas-pureboost-5-running-shoes-beige-4793969,https://dynamic.zacdn.com/QUOKoIMwe5qDHLzSYDHl88YOO0M=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-0036-9693974-1.jpg,
4F0AASH04EEB3CGS,Essential Runner Men's Running Shoes,Under Armour,Rp 1.059.000,,https://www.zalora.co.id/p/under-armour-essential-runner-men-s-running-shoes-beige-5013711,https://dynamic.zacdn.com/5HtDpY8VNFToEH2mnCoTQv4Zuok=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-6897-1173105-1.jpg,
D68B9SH610BC8BGS,910 Nineten KISHI RUN 2.0 sepatu lari - Black/Sulphur Spring/Egret/Charcoal,910,Rp 699.900,Rp 679.900,https://www.zalora.co.id/p/910-910-nineten-kishi-run-2-0-sepatu-lari-black-sulphur-spring-egret-charcoal-black-4454931,https://dynamic.zacdn.com/jRiFrFr_dXD9Dfcf7FR9Gvs539Y=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/910-9134-1394544-1.jpg,3% OFF
7E817SH93D490CGS,Sonic 7 Men's Running Shoes,Under Armour,Rp 2.099.000,Rp 1.574.250,https://www.zalora.co.id/p/under-armour-sonic-7-men-s-running-shoes-white-5013615,https://dynamic.zacdn.com/4oKYLt5_2lyQVQaZvXb8I8r0ATY=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-6984-5163105-1.jpg,25% OFF
39E59SH5DAB11DGS,Reebok Prime Lite,Reebok,Rp 699.000,,https://www.zalora.co.id/p/reebok-reebok-prime-lite-navy-5051013,https://dynamic.zacdn.com/Q5AjvcN2jlPBN6l4BRnCsy8T37E=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/reebok-0152-3101505-1.jpg,
8EB3FSH75936A2GS,910 Nineten HIROSHI RN-LITE Sepatu Lari -  HIJAU-NEON/PUTIH/BIRU,910,Rp 729.900,Rp 679.900,https://www.zalora.co.id/p/910-910-nineten-hiroshi-rn-lite-sepatu-lari-hijau-neon-putih-biru-green-4573990,https://dynamic.zacdn.com/3zxlSTrjUNgoGlaOS_QbzqkYArQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/910-9851-0993754-1.jpg,7% OFF
E76D3SHAA5FAE6GS,Cityride,Reebok,Rp 1.099.000,Rp 989.100,https://www.zalora.co.id/p/reebok-cityride-black-4863593,https://dynamic.zacdn.com/cgV6ffDFBL9xM6dqweNONzBN3Rg=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/reebok-9516-3953684-1.jpg,10% OFF
C868ESH1BCF95EGS,Downshifter 13 Men's Road Running Shoes,Nike,Rp 899.000,,https://www.zalora.co.id/p/nike-downshifter-13-men-s-road-running-shoes-multi-4899940,https://dynamic.zacdn.com/17Jv3TH4WDvmtyzu2Inybiava80=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-6024-0499984-1.jpg,
91943SH60B7EF3GS,Run Defy Road Running Shoes,Nike,Rp 809.000,,https://www.zalora.co.id/p/nike-run-defy-road-running-shoes-black-4904881,https://dynamic.zacdn.com/3xlYCGmmJDMeo-dLtbSbq8fM4Ls=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-4775-1884094-1.jpg,
2FD7DSH21CE7C6GS,ASICS Men Novablast 5 Standard-1011B974.003,ASICS,Rp 2.099.000,,https://www.zalora.co.id/p/asics-asics-men-novablast-5-standard-1011b974-003-multi-5107019,https://dynamic.zacdn.com/GjhyfxDRGQKbLpOphB9OSTMmNfY=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-1235-9107015-1.jpg,
E30E2SHC8165B7GS,Pegasus 41 Shoes,Nike,Rp 2.099.000,Rp 1.994.050,https://www.zalora.co.id/p/nike-pegasus-41-shoes-black-4788032,https://dynamic.zacdn.com/XxFCKQfkshhxRWLgdzklBVGMsfQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-8779-2308874-1.jpg,5% OFF
AFAE1SH88D2B14GS,Rogue 5 Men's Running Shoes,Under Armour,Rp 1.059.000,,https://www.zalora.co.id/p/under-armour-rogue-5-men-s-running-shoes-white-5013538,https://dynamic.zacdn.com/gApFjbqnWp-4z5BBZVkOc6olf2w=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-6926-8353105-1.jpg,
9E71FSH679C95EGS,Cloudfoam Step Shoes,ADIDAS,Rp 1.400.000,,https://www.zalora.co.id/p/adidas-cloudfoam-step-shoes-brown-4849804,https://dynamic.zacdn.com/7qXGqsBEgoRlCCX63RHET2XfVYM=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-0051-4089484-1.jpg,
033F5SH715D992GS,ASICS Men Gel-Kayano 31 Standard -1011B867.403,ASICS,Rp 2.499.000,Rp 1.624.350,https://www.zalora.co.id/p/asics-asics-men-gel-kayano-31-standard-1011b867-403-multi-4813955,https://dynamic.zacdn.com/lTnTpg3or4Nr8MQ5JTPvWNInDRo=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-6208-5593184-1.jpg,35% OFF
4A1E5SHAEC5944GS,Eagle Sepatu Lari Eterna - ABU-ABU/CITRUN,Eagle,Rp 329.900,,https://www.zalora.co.id/p/eagle-eagle-sepatu-lari-eterna-abu-abu-citrun-4929575,https://dynamic.zacdn.com/8XFkHWmgi95WVOlauYZK96z67yA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/eagle-3624-5759294-1.jpg,
A69A0SH0956E85GS,Juniper Trail 3 Trail Running Shoes,Nike,Rp 1.299.000,Rp 1.169.100,https://www.zalora.co.id/p/nike-juniper-trail-3-trail-running-shoes-green-4788131,https://dynamic.zacdn.com/wamoyjJyLUFkaqjyGY3-X5AmXTY=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-5671-1318874-1.jpg,10% OFF
DCB80SH942FCE8GS,Men's Charged Assert 10 Running Shoes,Under Armour,Rp 999.000,Rp 849.150,https://www.zalora.co.id/p/under-armour-men-s-charged-assert-10-running-shoes-blue-4402788,https://dynamic.zacdn.com/6gZy3uiQYHsaQk8DgPdVI8LPYzQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-5617-8872044-1.jpg,15% OFF
B7FB3SHBD51A17GS,Interact Run Road Running Shoes,Nike,Rp 1.199.000,,https://www.zalora.co.id/p/nike-interact-run-road-running-shoes-orange-4904303,https://dynamic.zacdn.com/80TRA5YXj9oLSxfLFH73Lgfv8yQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3621-3034094-1.jpg,
3E5D3SH4DD7128GS,Revolution 8 Men's Road Running Shoes,Nike,Rp 869.000,,https://www.zalora.co.id/p/nike-revolution-8-men-s-road-running-shoes-white-4904913,https://dynamic.zacdn.com/kBTZ1_zLgs0ogFxlmAbgzl8cFx0=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-3474-3194094-1.jpg,
E8043SHCBBA8CFGS,Eagle Sepatu Running Over Drive  – ABU TUA/CITRUN,Eagle,Rp 369.900,,https://www.zalora.co.id/p/eagle-eagle-sepatu-running-over-drive-abu-tua-citrun-4625617,https://dynamic.zacdn.com/gbVVOl_xlBafj4hAw2O7eE2jo1E=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/eagle-9184-7165264-1.jpg,
075B5SHB5886F3GS,ASICS Men Novablast 5 Standard-1011B974.600,ASICS,Rp 2.099.000,,https://www.zalora.co.id/p/asics-asics-men-novablast-5-standard-1011b974-600-multi-5093257,https://dynamic.zacdn.com/yHc6KswitQOZ7qBI7lTdCzrou60=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/asics-3070-7523905-1.jpg,
ED03CSHD115F7FGS,Run Defy Road Running Shoes,Nike,Rp 809.000,Rp 768.550,https://www.zalora.co.id/p/nike-run-defy-road-running-shoes-black-4902963,https://dynamic.zacdn.com/70wsnyx17v0BE5kfjq9IxzmO2JA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-6130-3692094-1.jpg,5% OFF
F4C11SHC33A3A0GS,910Nineten HIROSHI Sepatu Lari  - HITAM/ABU,910,Rp 699.900,Rp 649.900,https://www.zalora.co.id/p/910-910nineten-hiroshi-sepatu-lari-hitam-abu-black-grey-4368935,https://dynamic.zacdn.com/zj72MHPUk--6oNWyyg5GrSnBTpc=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/910-6413-5398634-1.jpg,7% OFF
84775SH28B1DA4GS,Adizero EVO SL Shoes,ADIDAS,Rp 2.300.000,,https://www.zalora.co.id/p/adidas-adizero-evo-sl-shoes-white-4983116,https://dynamic.zacdn.com/kT3K4SSqyEz6D44zPeupNL-IOv8=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-8045-6113894-1.jpg,
F4A96SH35B169EGS,Juniper Trail 3 Trail Running Shoes,Nike,Rp 1.299.000,,https://www.zalora.co.id/p/nike-juniper-trail-3-trail-running-shoes-blue-4787973,https://dynamic.zacdn.com/L8BGLsUrijVgf6UqFRrhrLW9-b4=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-1329-3797874-1.jpg,
A7D90SH342B51EGS,Air Monarch IV Men's Workout Shoes,Nike,Rp 749.000,,https://www.zalora.co.id/p/nike-air-monarch-iv-men-s-workout-shoes-white-4976185,https://dynamic.zacdn.com/PkuKnyQVAUliE8bYXzofXIZ_Jps=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-1633-5816794-1.jpg,
CB1FFSH90B278FGS,Downshifter 13 Running Shoes,Nike,Rp 899.000,Rp 809.100,https://www.zalora.co.id/p/nike-downshifter-13-running-shoes-black-4788069,https://dynamic.zacdn.com/Y_akTdCLgvDySt_E5aIBU7PISAk=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-6604-9608874-1.jpg,10% OFF
88E70SH25EF34CGS,PAULMAY - Sepatu Sneakers Running Pria Furano Deep Blue,PAULMAY,Rp 399.000,Rp 195.670,https://www.zalora.co.id/p/paulmay-paulmay-sepatu-sneakers-running-pria-furano-deep-blue-blue-4938494,https://dynamic.zacdn.com/J82FhYAyTD5iWzNlsoyvAtx3WvU=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/paulmay-1262-4948394-1.jpg,51% OFF
FEB4DSH5205B76GS,Halo Runner Men's Running Shoes,Under Armour,Rp 2.399.000,Rp 1.679.300,https://www.zalora.co.id/p/under-armour-halo-runner-men-s-running-shoes-grey-5013199,https://dynamic.zacdn.com/KX-98D83qY_HM6yvA-GArNG8avU=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-8445-9913105-1.jpg,30% OFF
BCE84SHE663265GS,Essential Runner Men's Running Shoes,Under Armour,Rp 1.059.000,,https://www.zalora.co.id/p/under-armour-essential-runner-men-s-running-shoes-navy-5013379,https://dynamic.zacdn.com/1R_r_tqFNgEcLEqH71-NsrX_gYg=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-6894-9733105-1.jpg,
EDD03SHBB4F4D7GS,Quest 6 Shoes,Nike,Rp 1.199.000,,https://www.zalora.co.id/p/nike-quest-6-shoes-black-4472758,https://dynamic.zacdn.com/syD5XUQTW8AxbsYpYdrCzTBrwA0=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-2590-8572744-1.jpg,
3BA43SH42961A6GS,Journey Run Road Running Shoes,Nike,Rp 1.399.000,,https://www.zalora.co.id/p/nike-journey-run-road-running-shoes-grey-4902972,https://dynamic.zacdn.com/a5we9t2pH1Ucp6NQSUxeDUcsuCk=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-6119-2792094-1.jpg,
B55B1SHC2BE698GS,Go Run Consistent 2.0,Skechers,Rp 1.099.000,Rp 769.300,https://www.zalora.co.id/p/skechers-go-run-consistent-2-0-black-4789369,https://dynamic.zacdn.com/mXoNfLMrcIqAgcyKfRUQPly7p-s=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/skechers-2123-9639874-1.jpg,30% OFF
32A8ASH9A67FC5GS,Downshifter 13 Shoes,Nike,Rp 899.000,,https://www.zalora.co.id/p/nike-downshifter-13-shoes-white-4976526,https://dynamic.zacdn.com/S2sNN2BJTX7dUZpXWyuaThranZk=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-6032-6256794-1.jpg,
772AESHCEEF091GS,Run Defy Running Shoes,Nike,Rp 809.000,,https://www.zalora.co.id/p/nike-run-defy-running-shoes-multi-4999703,https://dynamic.zacdn.com/wlRPFMx7lRJDHoSuatAqaTVb5f8=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-7254-3079994-1.jpg,
14671SHCE0B965GS,Sonic 7 Men's Running Shoes,Under Armour,Rp 2.099.000,,https://www.zalora.co.id/p/under-armour-sonic-7-men-s-running-shoes-black-5013903,https://dynamic.zacdn.com/Sr9XdsqiQ9C5fueX2qsDx6C7y7I=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-6947-3093105-1.jpg,
07FBBSH9876BF3GS,Go Run Elevate 2.0,Skechers,Rp 1.399.000,Rp 1.119.200,https://www.zalora.co.id/p/skechers-go-run-elevate-2-0-black-4849554,https://dynamic.zacdn.com/ZCXAPBeDg0x6s2w3J10LqXMwW9U=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/skechers-9043-4559484-1.jpg,20% OFF
0E43ESH096AD22GS,Charged Verssert 2 Men's Running Shoes,Under Armour,Rp 1.059.000,,https://www.zalora.co.id/p/under-armour-charged-verssert-2-men-s-running-shoes-grey-5013954,https://dynamic.zacdn.com/v9F4IhaRRp7og2oZLz5Yr6eHl2E=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/under-armour-6988-4593105-1.jpg,
1EF31SH7780B66GS,Monarch,Nike,Rp 749.000,,https://www.zalora.co.id/p/nike-monarch-multi-5037308,https://dynamic.zacdn.com/g_95zPXgxAMVNQ9zFL9RXjEn5Us=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-2143-8037305-1.jpg,
257D3SH6434C1FGS,910 Nineten Yuza Sepatu Trail Running - Hitam/Abu Tua/Abu,910,Rp 499.900,,https://www.zalora.co.id/p/910-910-nineten-yuza-sepatu-trail-running-hitam-abu-tua-abu-black-2572052,https://dynamic.zacdn.com/TQckFt4Qf8fX20W8WTB1EEmZq50=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/910-6508-2502752-1.jpg,
5C413SH289E311GS,Go Run Elevate 2.0,Skechers,Rp 1.399.000,Rp 979.300,https://www.zalora.co.id/p/skechers-go-run-elevate-2-0-black-4838569,https://dynamic.zacdn.com/4y2uQxWm-9ClySMfpSvsc5YFMzQ=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/skechers-3161-9658384-1.jpg,30% OFF
BCCD5SH823A910GS,PAULMAY - Sepatu Sneakers Running Pria Go Run,PAULMAY,Rp 469.000,Rp 244.690,https://www.zalora.co.id/p/paulmay-paulmay-sepatu-sneakers-running-pria-go-run-black-4911320,https://dynamic.zacdn.com/rWz7roN1L-z_adBek_PIA259UEA=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/paulmay-4004-0231194-1.jpg,48% OFF
194F0SH511A98BGS,Eagle Sepatu Lari Shadowrun - PUTIH,Eagle,Rp 469.900,,https://www.zalora.co.id/p/eagle-eagle-sepatu-lari-shadowrun-putih-4677089,https://dynamic.zacdn.com/T_o7aixTkPuWYJ0HYtIVE6fidg4=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/eagle-8560-9807764-1.jpg,
BF89DSHADDE9F0GS,Flex Experience Run 12 Road Running Shoes,Nike,Rp 919.000,,https://www.zalora.co.id/p/nike-flex-experience-run-12-road-running-shoes-grey-4976003,https://dynamic.zacdn.com/U1WHwZq6Q0NxOrT3zpIYTg-iUK8=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-1864-3006794-1.jpg,
96673SHC38D96CGS,Journey Run Road Running Shoes,Nike,Rp 1.399.000,,https://www.zalora.co.id/p/nike-journey-run-road-running-shoes-black-4432605,https://dynamic.zacdn.com/FQkA6Pkg0VvyoFK-Jfp2wmp8w20=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-8830-5062344-1.jpg,
0F634SH3A2268BGS,PAULMAY - Sepatu Sneakers Running Pria Furano,PAULMAY,Rp 399.000,Rp 195.670,https://www.zalora.co.id/p/paulmay-paulmay-sepatu-sneakers-running-pria-furano-black-4811666,https://dynamic.zacdn.com/CeQsPsVr_y2AeeARZvIcW_2f_8A=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/paulmay-2375-6661184-1.jpg,51% OFF
814EASH2C25957GS,Eagle Sepatu Running Over Drive  – ABU TUA/MERAH,Eagle,Rp 369.900,,https://www.zalora.co.id/p/eagle-eagle-sepatu-running-over-drive-abu-tua-merah-4625666,https://dynamic.zacdn.com/LjlOHgyCKbSwsPDU056z7NXGk00=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/eagle-2942-6665264-1.jpg,
37587SHCE47616GS,Galaxy 7 Running Shoes,ADIDAS,Rp 850.000,,https://www.zalora.co.id/p/adidas-galaxy-7-running-shoes-black-4983701,https://dynamic.zacdn.com/K1PkXHl9WOExR6ZOrN_N4T5XcYI=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/adidas-3712-1073894-1.jpg,
55ADASH16EDD94GS,Nike Downshifter 13,Nike,Rp 899.000,,https://www.zalora.co.id/p/nike-nike-downshifter-13-multi-5028119,https://dynamic.zacdn.com/I4aTuM3EvrDO7_8n7f7CvG2w4Dg=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-5597-9118205-1.jpg,
217ABSH0F8A415GS,Structure 25 Shoes,Nike,Rp 2.099.000,,https://www.zalora.co.id/p/nike-structure-25-shoes-white-4788435,https://dynamic.zacdn.com/jrOYkLjNJrQpTyzyrTOFDjGfZLs=/0x770/filters:quality(70):format(webp)/https://static-id.zacdn.com/p/nike-8761-5348874-1.jpg,
